,track_name,artist_name,id,genres,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_pop,track_pop,duration_ms,time_signature
121,Runaway,Sasha Alex Sloan,7oHijHxh7cI40fNC4S619V,"alt z, electropop, pop",Runaway,0.674,0.413,5,-8.051,1,0.0351,0.715,6.64e-05,0.104,0.206,139.976,73,48,218947,4
122,Rebels,Ivy Adara,36qh3jgsWjKLDBTeBb3lWW,"alt z, electropop",Rebels,0.68,0.629,6,-5.673,1,0.0458,0.108,0.0,0.0829,0.138,103.883,47,2,176272,4
123,Medicine,Robinson,4GV5sSkmlS3BQutuSIqZkV,"alt z, nz pop",Medicine,0.529,0.817,9,-4.05,0,0.052,0.134,0.0,0.0905,0.299,77.053,52,45,225587,4
124,Acid Rain,Thomston,384HffL6jMq0I1tX8uHF4R,etherpop,Acid Rain,0.484,0.355,7,-12.421,1,0.178,0.164,0.0,0.111,0.438,134.682,40,33,189615,4
125,Version Of Me,Sasha Alex Sloan,7lSZpgUg8R79pC49uc6IHX,"alt z, electropop, pop",Loser,0.699,0.493,11,-10.386,1,0.0699,0.537,0.0,0.258,0.08,94.99,73,45,181971,4
126,Day Dreaming,Jack & Jack,2JRLoT6z48Pfihyj1s1u77,"dance pop, pop, post-teen pop, social media pop, teen pop",A Good Friend Is Nice,0.752,0.59,10,-5.688,1,0.0259,0.071,9.76e-06,0.095,0.353,101.241,63,53,211227,3
127,Heaven,Khalid,0Hgqglypzt6Qs5Duqskcqs,"pop, pop r&b",Free Spirit,0.42,0.479,8,-8.881,1,0.0374,0.613,0.663,0.0679,0.11,116.989,88,48,213027,4
128,B.O.M.O.,Tatiana Manaois,6yXc6lrQtoaSX4EeqquXVL,pop,B.O.M.O.,0.504,0.605,7,-6.597,1,0.125,0.437,0.0,0.178,0.661,108.989,49,42,197630,4
129,That's Life (feat. Mac Miller & Sia),88-Keys,5h0Jgt873QtgL6nJRBGfT6,alternative hip hop,That's Life (feat. Mac Miller & Sia),0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192,52,61,202391,4
130,Pretty Little Fears (feat. J. Cole),6LACK,4at3d5QWnlibMVN75ECDrp,"atl hip hop, hip hop, melodic rap, pop, r&b, rap, trap",East Atlanta Love Letter,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,78,71,240342,4
131,Cool Again,Shoffy,7tDqtZnEQcgAE92mEMtgnF,"chill pop, chill r&b, electropop, la pop, pop, tropical house",Cool Again,0.774,0.45,11,-6.86,1,0.0896,0.443,3.28e-05,0.127,0.648,90.055,53,0,191935,4
132,Undrunk,FLETCHER,5SHhPFh68OhUmuRPymKX9d,"alt z, dance pop, electropop, pop, post-teen pop",Undrunk,0.679,0.572,5,-6.703,1,0.0781,0.455,2.41e-06,0.127,0.542,92.859,71,13,183428,4
133,Get Stüpid,bülow,4PMLEEYw4mblYsPlDSHKyu,"alt z, electropop, indie poptimism, indietronica, pop, post-teen pop, social media pop",Crystalline,0.843,0.797,11,-4.597,0,0.0419,0.202,0.000117,0.0822,0.613,109.973,58,53,172800,4
134,Two Punks In Love,bülow,4dIPtEnmudhZPD8MsAtzSK,"alt z, electropop, indie poptimism, indietronica, pop, post-teen pop, social media pop",Two Punks In Love,0.498,0.418,0,-6.294,1,0.0539,0.881,0.0,0.113,0.796,190.078,58,47,195347,4
135,Sweet Little Lies,bülow,6ZahaGPhyiXTi1pLEtGM6e,"alt z, electropop, indie poptimism, indietronica, pop, post-teen pop, social media pop",Sweet Little Lies,0.648,0.727,0,-3.791,1,0.142,0.229,0.0,0.17,0.689,160.024,58,57,175067,4
136,Likes,Yuna,4KXAulHeLjKCVoHrCAMdto,malaysian pop,Rouge,0.437,0.614,9,-6.909,1,0.318,0.656,0.0,0.148,0.655,81.121,59,30,215560,4
137,Dream Dream Dream,Madeon,1oUbYmF4SYYHorKY1wKo0K,"complextro, edm, electro house, electropop, filter house, future bass, nantes indie, pop dance",Dream Dream Dream,0.372,0.555,4,-6.509,1,0.0332,0.13,1.26e-06,0.181,0.192,64.913,59,30,234933,4
138,Thank Me Later,Anna of the North,0cSudkwUpqc4maU7qzyF8U,"electropop, indie poptimism, norwegian pop, vapor pop, vapor soul",Thank Me Later,0.747,0.539,2,-6.904,1,0.086,0.191,5.98e-05,0.356,0.727,76.539,61,0,203893,4
139,I'm Not Ready,Yeek,6z3fmpMqgV3a8DYZgdiU7w,"hyperpop, indie r&b",Love Slacker,0.797,0.721,9,-5.17,1,0.056,0.0441,0.0676,0.0724,0.565,119.975,55,0,245577,4
140,Name in the Sand,Lil Skies,11p2ty4w5GpoFL4vcK0Cru,"melodic rap, rap, trap, viral rap",Shelby,0.646,0.656,11,-6.798,0,0.0743,0.0949,0.0,0.103,0.501,160.065,72,55,168751,4
141,Around,NIKI,6tv9CzrMUHQFrm9VHHO1hv,"indonesian r&b, pop",Zephyr,0.485,0.125,0,-16.486,1,0.0438,0.887,3.88e-06,0.108,0.153,130.234,76,53,183547,4
142,Hericane,LANY,4bU5xCQQiURmotfz9ohUNo,"la pop, pop",LANY,0.673,0.419,0,-8.151,1,0.0316,0.402,0.000179,0.112,0.171,135.914,76,57,346797,3
143,Maboroshi,Hyper Potions,5euHZw4X82pmE12LUP7Zam,"edm, kawaii future bass, speedrun, vgm remix",Maboroshi,0.586,0.97,2,-1.639,1,0.0622,0.0457,0.0321,0.0624,0.834,169.981,50,37,244323,4
144,Flutter,Synthion,6uRJOeKvYxNqDUrML3OkIm,"future bass, kawaii future bass",Flutter,0.691,0.309,8,-11.17,1,0.0311,0.491,0.683,0.402,0.488,150.031,41,28,248417,3
145,"Call, Call Me (feat. Sam Rui & Gentle Bones)",MYRNE,4qL04jqIt52tBiCg5agIzE,"bass trap, edm, electro house, future bass, gaming edm, melodic dubstep, pop edm, singaporean electronic, singaporean pop, vapor twitch","Call, Call Me (feat. Sam Rui & Gentle Bones)",0.615,0.742,10,-4.973,0,0.0589,0.334,7.14e-06,0.186,0.434,94.962,48,0,227368,4
146,Triforce,Hyper Potions,1DBBHA7kAVILslNu6Ev24f,"edm, kawaii future bass, speedrun, vgm remix",Triforce,0.537,0.94,5,-3.812,1,0.0326,0.13,0.139,0.285,0.673,150.03,50,25,186800,4
147,Friends,Hyper Potions,1HlumBvclGhCA2PwRlrFP5,"edm, kawaii future bass, speedrun, vgm remix",Friends,0.485,0.86,2,-4.528,1,0.0278,0.000643,0.134,0.21,0.177,140.024,50,45,220875,4
148,BAD NEWS,Aries,60ZppukPfY43NDU9meKJrz,"pop, pop rap, sad rap",WELCOME HOME,0.655,0.676,5,-5.959,0,0.0378,0.484,0.0,0.212,0.827,141.989,63,55,164155,4
149,Friends,Omar Apollo,0q0fJWjbiK5DSKCSN1GKsK,"bedroom pop, bedroom soul, pop",Friends,0.37,0.333,0,-7.516,1,0.0322,0.861,0.0,0.111,0.324,172.814,76,0,186933,4
150,Kickback,Omar Apollo,5MZQIjtghyFc4sMVUzD7MD,"bedroom pop, bedroom soul, pop",Friends,0.912,0.448,9,-5.501,1,0.0446,0.491,0.000292,0.0781,0.744,108.964,76,5,171107,4
151,Drunk Enough to Say That I Love You,PLVTINUM,6TJopB7B3ho7mr1Qm5X7Hf,"alt z, pop",Drunk Enough to Say That I Love You,0.77,0.751,10,-6.315,1,0.0456,0.0615,2.15e-05,0.073,0.52,127.962,64,0,222261,4
152,Feelings,Lennon Stella,6Bj7YMaUIVSo0UX88op74e,"alt z, canadian pop, electropop, pop, post-teen pop","Love, me",0.762,0.641,0,-8.779,1,0.0425,0.0946,1.11e-05,0.346,0.474,143.968,68,39,224827,4
153,Bambi,Hippo Campus,5dmPNuHmRRJuHmJTDa7NuJ,"indie pop, indie poptimism, indie rock, minneapolis indie, modern alternative rock, modern rock",Bambi,0.739,0.471,8,-8.456,1,0.0436,0.0661,9.78e-05,0.116,0.31,90.002,65,54,194400,4
154,Favourite Ex,Maisie Peters,1a1SQeSqUKzH5OUVTEx4ae,"alt z, indie pop, pop, post-teen pop, uk pop",Favourite Ex,0.396,0.177,5,-10.277,1,0.0378,0.718,0.0,0.139,0.221,177.215,68,60,201694,3
155,Look What You're Doing To Me,BANKS,0tEIWklg5pvkQGvxboLegR,"art pop, electropop, indie poptimism, pop, tropical house",III,0.612,0.582,8,-4.815,1,0.0325,0.57,0.0,0.0995,0.612,92.036,62,35,240200,4
156,Forever (feat. Elohim) - Laxcity Remix,Ekali,1RVXcPFfuY6ivkAN4NNixa,"bass trap, canadian electronic, edm, electro house, electronic trap, electropop, future bass, pop dance, pop edm, vapor twitch",Forever (feat. Elohim) [Laxcity Remix],0.469,0.343,4,-10.608,1,0.0381,0.881,0.000118,0.0735,0.22,93.276,51,33,216781,4
157,Bad Habits,Louis Futon,2ODZyUHg9ltxos80ccuh6T,"electropop, future bass, vapor soul, vapor twitch",Way Back When,0.622,0.665,2,-3.97,1,0.0492,0.0515,0.0,0.0993,0.329,123.991,47,0,199839,3
158,Winter Song,Isyana Sarasvati,0X7K8nxTgOBUr5VMTLG8hS,"indonesian indie, indonesian pop, indonesian r&b",Paradox,0.725,0.461,0,-9.184,0,0.0839,0.717,0.0134,0.12,0.298,115.968,56,40,201209,4
159,Ride (feat. Kehlani),YK Osiris,6FmnsSVdJJojBYzecDlpPO,"melodic rap, pop r&b, viral rap",Ride,0.691,0.621,7,-4.262,0,0.0538,0.341,0.0,0.132,0.392,132.937,59,44,205893,4
160,The Butterfly Effect,Before You Exit,5OeFwHm8XB1ykVRW6zzVDI,post-teen pop,"love, pain, & retrospect",0.456,0.121,11,-13.858,1,0.0423,0.829,0.0,0.118,0.276,130.593,49,3,255625,4
161,Me & You Together Song,The 1975,4AQzk2yNWKs6sYhZi6NzVN,"modern alternative rock, modern rock, pop, rock",Me & You Together Song,0.272,0.763,9,-5.861,1,0.0348,1.65e-06,0.00157,0.299,0.394,107.388,82,48,209501,4
162,Entropy,Ark Patrol,4UH5NNlupovFG1JYP9aNfB,"future bass, vapor soul, vapor twitch",Ark Patrol,0.523,0.33,8,-10.417,1,0.0575,0.73,0.0833,0.537,0.129,69.984,58,0,371016,4
163,Love Me For The Weekend (with Ashe),Party Pupils,1jye0ZfUs4eb8iw41UcKSH,pop edm,Love Me For The Weekend (with Ashe),0.662,0.711,5,-5.171,0,0.226,0.0495,0.0,0.0691,0.557,114.914,52,40,226957,4
164,Iroh,Sonn,41OVfOtiZX9qDiU89r7Nd7,pop,Iroh,0.572,0.573,0,-10.958,1,0.0452,0.319,0.812,0.0733,0.0641,180.005,43,0,285333,4
165,need ya (feat. Nevve),pluko,3TPyRV7nJUWy6wfyVqTnd5,"bass trap, edm, electronic trap, future bass, vapor twitch",sixteen,0.607,0.483,2,-8.733,1,0.0748,0.131,0.127,0.0879,0.141,90.939,51,0,187032,4
166,LOVE IN THE DARK,Jessie Reyez,5x2lZUtUdC4OifINwav94P,"canadian contemporary r&b, canadian pop, pop, r&b",BEFORE LOVE CAME TO KILL US,0.506,0.359,11,-7.278,0,0.027,0.8,3.7e-05,0.258,0.288,101.834,77,45,239093,4
167,forgive,gnash,0cM5MPgaVH4aHrxA85s7Gm,"alt z, pop",forgive,0.663,0.387,2,-10.385,1,0.0629,0.482,1.7e-06,0.137,0.286,78.033,66,37,162747,4
168,Luv Bug,Wassup Rocker,0jl2i7G9bt93Byf2I2Q7Mk,aesthetic rap,Luv Bug,0.748,0.225,0,-16.484,0,0.258,0.967,0.0512,0.121,0.35,96.99,54,0,179182,4
169,Sad Saturdays,JOBA,70A7N2jqbXrZnZgjQKGJUs,bedroom soul,Sad Saturdays,0.377,0.152,5,-14.857,1,0.0406,0.625,3.73e-05,0.167,0.118,69.969,30,40,267040,4
170,Nice Colors,khai dreams,5IU7CxHmY3nogc7ht5t6tM,"indie pop, lo-fi rap, pop",Nice Colors,0.817,0.679,7,-5.695,1,0.161,0.359,0.0,0.112,0.523,136.184,65,6,184252,4
171,Fred Astaire,San Cisco,59CzyyXjbOfTxfsv5MnBOV,"australian indie, australian pop, fremantle indie, metropopolis, perth indie",San Cisco,0.643,0.676,9,-6.091,1,0.0394,0.0338,0.0,0.0804,0.62,104.844,54,34,174587,4
172,Plastic Plants,Mahalia,68OnIh4v10tWxZYJTsHJWX,"alternative r&b, chill r&b, indie anthem-folk, indie r&b, neo soul, pop, r&b, uk contemporary r&b",Isolation Tapes,0.823,0.441,8,-7.645,1,0.156,0.636,7.68e-05,0.114,0.752,135.947,67,53,199533,4
173,Body,Sinéad Harnett,3Loc6dfakm8T0bxO1wIrMq,"alternative r&b, chill r&b, gauze pop, indie r&b, r&b, uk contemporary r&b",Body,0.541,0.528,3,-7.1,1,0.046,0.342,0.00663,0.159,0.23,109.919,60,38,229159,4
174,i loved you first,joan,3FpEXAupLwCHwzeUBxF99S,"chill r&b, electropop, indie poptimism, indietronica, little rock indie, pop",i loved you first,0.556,0.276,0,-9.603,1,0.0269,0.0862,6.89e-06,0.0999,0.216,75.02,53,48,227068,4
175,"Better [from ""Fantasy.1""]",WOOGIE,5rPIwbKsPvC1AMQJPs5mFc,"k-rap, korean r&b","Better [from ""Fantasy.1""]",0.663,0.424,3,-6.338,0,0.0577,0.581,0.0,0.0898,0.493,126.276,40,0,217800,3
176,Irene,Jimmy Brown,7KwxU8kseYKf5pLbuI25g0,chill r&b,Irene,0.877,0.5,1,-5.54,1,0.0578,0.744,0.0,0.108,0.412,121.966,58,20,199672,3
177,Like A Fool,NIve,1E8Cztx0OIj4zm1IZh2XXj,"chill r&b, k-pop, korean r&b",Like A Fool,0.496,0.491,9,-8.628,1,0.287,0.55,0.0,0.123,0.5,176.92,51,56,214427,3
178,Tired,NIve,7BWvtYsoM6KzgsXXVpYPqA,"chill r&b, k-pop, korean r&b",Tired,0.72,0.427,9,-7.731,1,0.084,0.408,0.0,0.111,0.383,76.015,51,47,229840,4
179,single (on the weekend),marcos g,34Cp8P5q9GlKJnwbPxUJcz,"chill r&b, indie r&b",dancefloor,0.846,0.384,6,-5.943,0,0.132,0.174,0.0,0.0895,0.42,141.983,49,0,155534,4
180,Honeypie,JAWNY,0rzWENXdfcLTgyt5DByGTy,"bedroom pop, indie pop, modern rock",Honeypie,0.743,0.683,5,-4.606,0,0.201,0.0713,0.0,0.15,0.926,115.033,66,0,135521,4
181,Mutual Butterflies,Ryan Trey,531MBHrtGF6nAkK4zUafi9,"r&b, trap soul",august,0.616,0.649,3,-5.133,0,0.462,0.59,0.0,0.142,0.751,78.131,55,56,183875,4
182,Photosynthesis,Saba,3DlgDXIYtnWtJKiB8bZQMv,"chicago rap, hip hop, rap, underground hip hop",Bucket List Project,0.777,0.662,7,-8.393,1,0.27,0.536,4.61e-06,0.593,0.634,111.13,67,62,201733,4
183,Mona Lisa,monte booker,5KqbsqDW0xgOpZDVxKQPZk,viral rap,Mona Lisa,0.492,0.428,1,-9.595,0,0.204,0.731,0.00193,0.0918,0.326,98.511,51,44,184889,3
184,Nicknames,Dayglow,2KfFmPKssYjVxmzUmin1rI,"austindie, indie rock, modern rock",Fuzzybrain,0.752,0.531,0,-12.875,1,0.0369,0.0681,0.0048,0.293,0.892,110.018,70,2,203727,4
185,Puppy Dog,Dreamer Boy,13O36COxxWjcvc9r5Zsd1P,"chill r&b, indie pop, indie r&b, nashville indie",Puppy Dog,0.689,0.545,7,-8.289,1,0.0377,0.173,4.9e-05,0.347,0.509,113.997,48,47,210281,4
186,girl in new york,ROLE MODEL,6APTEV2EIRpBEvuTrS5XTv,"bedroom pop, pop",girl in new york,0.621,0.555,9,-7.854,1,0.0299,0.0405,0.152,0.111,0.0817,92.031,66,54,211304,4
187,I'm Trying,Yeek,7rDvD5WGtchCGkfQOpIb8C,"hyperpop, indie r&b",IDK WHERE,0.804,0.429,1,-6.712,1,0.0714,0.541,0.00106,0.103,0.768,96.957,55,3,163299,4
188,Really Meant,JAWNY,2Zg6CY6ciij6qiPIo8tg3J,"bedroom pop, indie pop, modern rock",Really Meant,0.814,0.253,9,-12.127,0,0.0415,0.93,5.13e-05,0.1,0.395,130.058,66,40,151687,4
189,Where Does the Love Go?,María Isabel,66L0wpDpMWYBbjOr9E7ZFD,"chill r&b, indie r&b",Where Does the Love Go?,0.697,0.563,3,-6.266,0,0.0565,0.564,0.0,0.108,0.118,104.91,41,0,176065,4
190,Jupiter,The Marías,2EPuv7zyLpFqReJoYrIFzm,"bedroom pop, indie pop, la indie",Jupiter,0.407,0.412,0,-11.794,1,0.0285,0.354,3.74e-05,0.0735,0.562,179.836,73,54,191889,4
191,Here I Found / No Self Control,Billy Lemos,2UOJss6miEJATzDf8hCEOt,"bedroom pop, indie r&b",Here I Found / No Self Control,0.442,0.565,2,-5.759,1,0.0712,0.672,0.0303,0.124,0.194,112.436,53,0,181582,4
192,Sweet (feat. Landon Sears),Bren Joy,3IPBftcOHWxzLFyH5svvnY,"chill r&b, indie r&b",Twenties,0.623,0.73,0,-6.851,1,0.124,0.174,0.0,0.0684,0.549,78.056,56,53,226154,4
193,Anything You Want,JAWNY,78LMazmfqncADjyJVae8dN,"bedroom pop, indie pop, modern rock",Anything You Want,0.798,0.78,6,-4.75,0,0.0554,0.145,0.0,0.1,0.929,112.025,66,61,123557,4
194,Plus,Peach Tree Rascals,6E6n27YzMs6wbiYnERsj3k,"chill r&b, indie r&b, pop",Plus,0.567,0.287,1,-11.219,1,0.281,0.877,2.69e-06,0.0925,0.564,178.068,62,42,272718,4
195,Runaway Man,Olivia Willhite,2bbG9OmvZLCsdWoRu7rj2m,pop,Runaway Man,0.755,0.52,3,-5.078,1,0.0285,0.715,0.0,0.0956,0.517,95.047,26,32,189284,4
196,First Aid,Gus Dapperton,2imAA5ofcn4dCRVNjKyEq3,"bedroom pop, indie pop, indie poptimism",First Aid,0.599,0.458,10,-4.366,0,0.0266,0.0114,0.00464,0.0996,0.352,69.971,63,0,268765,4
197,4Tounce,JAWNY,0uJ3orpKS4UjIf7WRZodJ5,"bedroom pop, indie pop, modern rock",4Tounce,0.609,0.689,9,-6.891,1,0.154,0.616,2.38e-06,0.169,0.444,138.026,66,0,167712,4
198,Nothing in Return,Monsune,2r0pJWxAyYVQTHTwcnbM8A,bedroom pop,Nothing in Return,0.67,0.756,11,-5.695,0,0.075,0.528,0.0976,0.261,0.707,100.083,50,48,232200,4
199,say it first,ROLE MODEL,0XSncrobBZoW1A0bFh8Ttx,"bedroom pop, pop","oh, how perfect",0.799,0.398,9,-5.838,1,0.0445,0.142,0.0,0.107,0.388,93.933,66,48,159480,4
200,Marco,binki,4A31dX3j2qcNIgipwRV0eS,modern indie pop,Marco,0.771,0.57,4,-8.607,0,0.0336,0.0188,0.000158,0.141,0.638,105.038,54,45,152323,4
201,Lavender,Dreamer Boy,6FQ7tecargtjwGK5L4Atsj,"chill r&b, indie pop, indie r&b, nashville indie","Love, Nostalgia",0.662,0.403,8,-10.404,0,0.243,0.55,0.0,0.179,0.409,78.024,48,49,218794,4
202,Freezing,Bren Joy,1k9MIdBQbsEyUZmeYD16gk,"chill r&b, indie r&b",Freezing,0.745,0.621,1,-5.411,1,0.0344,0.0805,0.0,0.209,0.555,122.061,56,30,177081,4
203,Lovestained,Hope Tala,5I67IXwHIMi0svzyp7GxUe,"alternative r&b, chill r&b, indie r&b, indie soul",Sensitive Soul,0.781,0.684,11,-8.083,1,0.0676,0.125,0.00277,0.122,0.585,88.966,57,3,175281,4
204,Summa,Peach Tree Rascals,5jNZVXpvq5ytX56gGyxZS9,"chill r&b, indie r&b, pop",Summa,0.644,0.715,0,-6.132,1,0.0605,0.102,0.0,0.0845,0.665,160.051,62,41,159004,4
205,Warm (feat. Mia),Dre'es,3kBofOTKMUZ62a311eUwvx,"bedroom soul, indie r&b",Warm (feat. Mia),0.662,0.297,8,-14.525,1,0.0301,0.888,0.108,0.119,0.434,94.023,50,15,255466,4
206,hey girl,boy pablo,2rVAtdA3LWr18RAVGXZNkw,"bedroom pop, bergen indie, norwegian indie",hey girl,0.589,0.436,6,-11.811,1,0.038,0.0117,0.0691,0.115,0.9,99.924,67,46,187000,4
207,hello!,ROLE MODEL,7a2IJHzw9WJjoknwdnCop0,"bedroom pop, pop","oh, how perfect",0.791,0.462,10,-4.023,1,0.0383,0.505,0.0,0.0991,0.556,125.913,66,58,188547,4
208,Speaking Of,Souly Had,3nPxnMPQG3J8ndJqAetZya,"chill r&b, indie r&b",Speaking Of,0.762,0.5,1,-7.459,1,0.0999,0.48,0.0,0.105,0.628,115.99,53,36,202241,4
209,Still,Russ,6aCrMiyXXSrs0MOYDvyOgC,"hawaiian hip hop, rap",Still,0.818,0.42,1,-6.149,1,0.383,0.145,0.0,0.101,0.141,97.998,79,50,140510,4
210,Afterglow,THE DRIVER ERA,2KKBlK4IZUdjlJ7F0WGzU6,"modern alternative rock, pop",X,0.704,0.599,6,-7.349,1,0.0536,0.443,0.0,0.147,0.789,128.023,62,61,191008,4
211,Are You Bored Yet? (feat. Clairo),Wallows,57RA3JGafJm5zRtKJiKPIm,"indie pop, modern rock, pop",Nothing Happens,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,73,76,178000,4
212,Low,THE DRIVER ERA,7z3WQOqbLSckX1D2VNKdNS,"modern alternative rock, pop",X,0.737,0.811,2,-4.171,0,0.0887,0.0915,0.00035,0.234,0.749,134.986,62,49,210445,4
213,Sweet,Unlike Pluto,6LlwOmj3gAH6XWIrNnrJob,"bass trap, modern alternative rock, modern rock",Sweet,0.68,0.861,11,-2.953,0,0.0853,0.00353,6.13e-05,0.127,0.339,110.057,64,32,190909,4
214,remember the mornings,Clinton Kane,27kcZEJvhkb1rzZS9gCpdA,"alt z, gen z singer-songwriter, pop",remember the mornings,0.59,0.443,0,-5.662,1,0.0722,0.618,0.0,0.11,0.342,149.447,72,49,202355,4
215,Fake,Lauv,4Gt2kh3QbAGU6yquOWn4aW,pop,Fake,0.703,0.657,4,-5.363,1,0.0783,0.139,0.0,0.093,0.455,82.96,79,15,146375,4
216,Heather,Conan Gray,4xqrdfXkTW4T0RauPLv3WA,"bedroom pop, pop",Kid Krow,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,83,84,198040,3
217,Fix It to Break It,Clinton Kane,1uviKYHZuM4uINK33F7sCt,"alt z, gen z singer-songwriter, pop",Fix It to Break It,0.493,0.461,2,-8.524,1,0.0456,0.845,0.0,0.115,0.35,51.414,72,59,198799,4
218,We Belong,Dove Cameron,6Z0sHILAQuUsmZQ7pMe90N,"pop, post-teen pop",We Belong,0.654,0.47,10,-6.245,0,0.0368,0.0704,0.00695,0.133,0.56,168.108,76,0,170521,4
219,forget about us,Clinton Kane,1J5Vc7uzVstxzSt1A6LGzW,"alt z, gen z singer-songwriter, pop",hopeless,0.528,0.431,4,-7.09,1,0.0394,0.797,0.0,0.0999,0.549,108.939,72,53,184051,4
220,orange,CLAY,6vrFIzWogs4kLbCSMsjnRC,"chill r&b, high vibe",orange,0.561,0.583,0,-7.091,1,0.182,0.257,0.0,0.117,0.314,86.352,49,0,212611,4
221,I did,Chobin,4myLQHREgo0Lca0wBSA85c,pop,I did,0.395,0.552,4,-4.617,1,0.0459,0.821,0.0,0.106,0.317,126.479,0,0,226536,4
222,See Through,The Band CAMINO,1pJzl0YsxaWj6BbPs1mUuQ,"hopebeat, indie poptimism, neo mellow, pop, pop rock",tryhard,0.577,0.811,2,-5.123,1,0.075,0.0394,0.0,0.11,0.666,92.002,65,58,181421,4
223,Less Than I Do,The Band CAMINO,4QMSq1uq0JgvyKhEDp8wkx,"hopebeat, indie poptimism, neo mellow, pop, pop rock",Less Than I Do,0.529,0.579,9,-6.94,1,0.0518,0.0198,3.18e-06,0.103,0.46,76.991,65,42,211694,4
224,At My Worst,Pink Sweat$,0ri0Han4IRJhzvERHOZTMr,"bedroom soul, chill r&b, pop",The Prelude,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,72,70,170345,4
225,Casual - Acoustic,Jesse Barrera,7bR71BCuzsddcdxrsLvjFF,chill r&b,Casual (Acoustic),0.541,0.48,7,-10.275,1,0.215,0.736,0.0,0.257,0.463,128.648,62,48,214332,4
226,Flower,Johnny Stimson,7fIFq5maHJBEPay9eyQTkp,"chill r&b, pop",Flower,0.488,0.361,0,-7.682,0,0.209,0.135,0.0,0.0989,0.5,196.813,60,52,173231,3
227,More,Jesse Barrera,7BX9aFLw77aY1bEWXvCSu4,chill r&b,More,0.439,0.425,0,-7.505,1,0.0845,0.635,0.0,0.136,0.45,153.617,62,35,195351,3
228,Green Tea & Honey,Dane Amar,4s5LsmjqGgpwftaPqgONLC,"asian american hip hop, chill r&b",Green Tea & Honey,0.845,0.241,2,-10.948,0,0.0395,0.513,0.0,0.0722,0.799,94.869,55,54,222316,4
229,Time,Dane Amar,3WjldFAyG9blC67P5UjaPX,"asian american hip hop, chill r&b",Time,0.558,0.213,0,-13.287,0,0.288,0.685,0.0,0.13,0.876,164.866,55,28,152727,3
230,Windowpane,Matthaios,4jSqPSyyWJ9cLXE6Z54PT1,"opm, pinoy hip hop, tagalog rap",Windowpane,0.859,0.262,6,-12.675,1,0.215,0.844,0.0,0.11,0.782,114.12,55,38,185234,4
231,Over 85,Hojean,6KhT7CK6FL0BnI3nVPqv4F,chill r&b,Over 85,0.644,0.522,0,-8.197,0,0.0273,0.0824,0.0,0.122,0.477,99.999,58,40,204014,4
232,as long as you care,Ruel,0GQqQ7dA7B4mcEktSZaOUp,"alt z, australian alternative pop, chill r&b, dance pop, pop, post-teen pop",as long as you care,0.55,0.591,1,-6.833,1,0.0377,0.00692,0.0,0.11,0.308,78.68,73,55,193189,4
233,Rainbow Bap,Jaden,0hmA5UgR7wphVWN83AVDgF,"hip hop, pop, rap",CTV3: Cool Tape Vol. 3,0.73,0.46,1,-8.301,0,0.224,0.438,0.00102,0.126,0.226,97.947,70,47,280308,4
234,gone girl,iann dior,3iH29NcCxYgI5shlkZrUoB,"melodic rap, pop, pop rap, rap",Industry Plant,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,76,64,136568,4
235,Larry David,Alec King,45ozUVTlXjxM2VAZ2LR3LK,pop rap,Greatest Hits Vol. 2,0.795,0.579,7,-6.909,1,0.0458,0.198,0.000896,0.0941,0.684,135.066,45,40,169907,4
236,Overthink,Wez Atlas,5e9Zbrqdx6OgmHgG9Rhn0w,japanese r&b,Overthink,0.849,0.385,10,-8.616,0,0.172,0.833,1.96e-06,0.113,0.482,84.967,38,20,208051,4
237,Overrated,Souly Had,3lRhAvgOzmzHOXqzbNJduS,"chill r&b, indie r&b",B.L.I.S.S.,0.841,0.605,6,-6.934,0,0.0499,0.192,0.0,0.0858,0.801,140.939,53,40,166600,4
238,I'm Sorry,Peach Tree Rascals,2ph6j1xoZ5lIzWGV9lNg8M,"chill r&b, indie r&b, pop",I'm Sorry,0.746,0.501,4,-7.388,1,0.079,0.193,0.0,0.473,0.844,95.014,62,46,164913,4
239,Sue Me (feat. Kelly Price),Wale,2M7EGqJAGamRP148OREsxW,"gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",Wow... That's Crazy,0.699,0.717,1,-4.719,1,0.363,0.517,1.19e-05,0.0938,0.629,97.009,72,38,230528,4
240,Thinkin Bout You,KATIE,6xwQS49tTYgLQNPGnfWV2H,"chill r&b, korean r&b",LOG,0.74,0.373,0,-6.53,1,0.0366,0.606,0.0,0.0944,0.321,120.105,46,53,263593,4
241,She,Harry Styles,6SQLk9HSNketfgs2AyIiMs,pop,Fine Line,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,92,71,362653,3
